Azúcares|Vitamínas del grupo B|Cafeína|Ácido Cítrico|Taurina
1.518612540989146|0.2320525409947431|1.0348189581307363|1.0130089267476907|0.2517168498188536
0.2462896270150547|-0.8279963232661995|0.7336289414294697|0.9652415206686004|-0.2933213287130475
0.1968790284141202|1.1093343596934533|1.215532968151496|1.3951481753804136|0.2690196491373267
1.6915496360924187|0.4879264047818666|1.466524648735885|2.3345738282691912|1.1860680130163983
0.2957002256159914|1.84040254194238|0.663351270865841|-0.0378740069922976|-0.3192755276907569
1.7162549353928882|0.3051593592196358|0.4926769280684568|1.7295200179340462|0.0830145564637414
1.30861749693517|0.8900139050187754|0.4826372608450811|1.7454424866270764|-0.0034994401286238
2.2597715200031785|-0.7183360959288614|0.954501620343732|0.94931905197557|0.0613860573156502
1.061564503930491|-0.3528020048043981|1.125175963141116|0.94931905197557|0.9351774228985392
1.3580280955361046|-0.2431417774670599|1.2958503059385005|2.430108640427372|0.2992995479446546
1.3827333948365716|-0.1700349592421672|0.402319923058077|1.697675080547986|-0.0251279392767151
0.925685357777919|0.1589457227698504|0.7336289414294697|1.825054830092227|0.2344140505003805
2.160950322801307|0.0858389045449578|1.6673179932033957|1.2836908945292027|0.1479000539080155
1.703902285742655|0.0492854954325106|1.6171196570865178|2.5479349087557948|1.0562970181278508
0.7774535619751135|1.2189945870307932|0.8842239497801032|1.7932098927061668|0.9697830215354856
1.6050810885407834|1.2921014052556858|1.1151362959177409|1.697675080547986|0.4939560402774766
1.0245065549797905|0.9265673141312224|1.3761676437255046|1.2200010197570823|0.6669840334622069
1.4692019423882092|0.4148195865569739|1.9082700065644087|2.971472575990396|1.575380997682042
0.7898062116253471|0.7072468594565445|1.0046999564606094|0.3124203042543651|0.0181290590194673
1.30861749693517|-0.3162485956919525|1.1452552975878671|0.1054282112449735|0.2560425496484722
-0.0872319135412595|1.0362275414685609|0.382240588611326|0.0735832738589132|-0.2414129307576283
0.8762747591769846|-0.0238213227923819|0.8541049481099763|0.91747411458951|-0.5442119188309068
-0.1860531107431307|0.5610332230067593|0.3420819197178237|0.8537842398173894|-0.4879778210458693
0.0609998822615482|3.1197718608780005|0.6533116036424657|0.2646528981752747|-0.6393773150825085
0.4809899703695|0.9265673141312224|0.9143429514502296|1.426993112766474|-0.1116419358690804
1.0739171535807246|1.5845286781552548|0.9444619531203564|0.5353348659567869|-0.2414129307576283
1.2592068983342333|-0.572122459479076|0.3019232508243215|0.91747411458951|-0.1548989341652629
0.900980058477452|1.2189945870307932|1.2255726353748717|1.713597549241016|0.2776710487965634
0.7156903137239432|-0.0238213227923819|1.1653346320346183|2.446031109120402|0.7967550283507551
0.8392168102262816|-0.0238213227923819|0.663351270865841|0.7741718963522388|-0.5269091195124338
0.9380380074281528|1.2189945870307932|0.713549606982719|1.554372862310715|0.1479000539080155
0.6292217661723056|1.0362275414685609|0.5027165952918322|1.1085437389058714|-0.3711839256461761
0.5921638172216048|0.1589457227698504|0.954501620343732|0.551257334649817|0.0181290590194673
0.3451108242169258|1.73074231460504|0.6533116036424657|0.423877585105576|-0.1981559324614458
0.0609998822615482|0.6706934503440974|0.402319923058077|1.1403886762919315|-0.3495554264980849
0.0857051815620155|-0.9742099597159848|0.6131529347489635|0.8697067085104195|-0.5874689171270893
1.5062598913389122|0.5244798138943121|1.0147396236839852|0.041738336472853|0.0181290590194673
0.6909850144234759|-0.2065883683546128|1.2657313042683738|0.1531956173240639|0.4636761414701486
0.5056952696699673|-0.9011031414910922|0.6533116036424657|0.91747411458951|-0.33657832700923
